customer,target
119156836,0.011275343265904876
46948414,0.014728031320433392
85702891,0.009096625570015657
84487348,0.013551244299040434
122306861,0.0187004845885961
111103330,0.009137231575031456
48794726,0.010907443317380151
27169472,0.021603540662556323
25016797,0.008079380122293815
127447766,0.013420619017942247
76449696,0.017544300039906396
75537732,0.02444847156921067
97525895,0.012816835917540455
69735955,0.01511539540305167
67535594,0.008312323267704562
94613798,0.01340224136506838
100793485,0.009300111870891652
27484481,0.01118879861110393
201042638,0.020270664051158602
22677218,0.011132746936758925
28665428,0.00847977096107185
131606678,0.06352886833366221
88940538,0.008771364825882696
160046763,0.011031191173293025
130396559,0.008405219802070237
78922335,0.013628154045166697
69130151,0.011794731112078653
73370103,0.01221535557476861
99909719,0.011807946393578732
86481062,0.10727428430652433
209064841,0.03074629962849824
100083116,0.014955384259377699
85707497,0.009804061675395036
94936218,0.08417166203209125
35884794,0.009925678289206201
194787382,0.013341266062905893
121914495,0.007935978860111766
220159373,0.0655083146322466
94602187,0.027135497549329583
150638710,0.01144228431224285
135803279,0.013646554224634403
135185266,0.015225280140720958
146700409,0.014848466500004626
217855144,0.009817209871216733
156258734,0.014037263930089645
96479278,0.011578690703242437
98180340,0.009244015048619665
171294365,0.0751891350503748
76015791,0.06242760290147503
158547722,0.013456552152736154
202245179,0.013818633017121095
231914742,0.012034970913482811
209998989,0.026672858306283864
77001167,0.011296299926758515
80673009,0.012100113140095188
46666974,0.009492601023033112
101113660,0.012940039828827117
95482623,0.0108834015080152
42672309,0.011492366760973033
172770710,0.008330242103900461
135308479,0.02544591789509652
93220732,0.008641022774351817
26454885,0.009672080943083904
75503017,0.013933495699543157
171914430,0.009522343502131853
219482421,0.016830122002151553
188490291,0.011558752125881984
104696028,0.00873557335496997
25345763,0.013724813976380604
72806476,0.013402056566038127
29964082,0.012055823694359914
46345109,0.017352163719621436
45851100,0.009205530155271023
105989006,0.010549045869986584
171299033,0.009759762310274445
81340605,0.009901410451812202
46388023,0.02142380987227902
129885588,0.012220829620875673
154748711,0.055270755741745656
76846421,0.012961799781881464
24087288,0.01327303305059268
175716751,0.010696445211692104
196614631,0.010299945439576004
70601028,0.01184661496395314
42023381,0.01718553832016295
204490343,0.030801898870069268
131319998,0.011590554099665347
83534099,0.01011214578153047
67612072,0.015906355985894138
66721157,0.014044415334231715
101694858,0.010364718550992628
261420852,0.011196695907383421
252194374,0.032647401972368296
46351230,0.008761413870922686
28032858,0.009026922255459712
46468615,0.010104124254972213
91782009,0.014012360364930856
70743823,0.013724813976380604
220042010,0.009302355916079941
25155591,0.013858358451557857
161550730,0.013083289899335217
87569434,0.01055099728500445
107793174,0.016519633430286652
200118835,0.009330082866608785
65776788,0.009300111870891652
110720666,0.014819349550970811
124773443,0.009772563671325809
93717084,0.7243377078728939
91754317,0.011578690703242437
30832377,0.011196751916648479
85216707,0.010242185202962892
46109924,0.01340224136506838
72835987,0.01636713959807384
47989980,0.01788379452868231
87318850,0.019832327662810702
41007646,0.0108834015080152
195073109,0.010750749548652907
25106001,0.01612133231161592
89486584,0.011923064939478699
86544836,0.014581819443329116
70210521,0.09754735979295537
24503936,0.00910837181714889
92804149,0.008674456968308174
101166979,0.027044131875645343
196662423,0.025316580968705503
100404642,0.008312323267704562
24789545,0.00949327164327954
99804705,0.05167401063609775
72143925,0.009644124482615936
77117927,0.008518742619244624
107517512,0.011727973829054604
204229099,0.0880213080512434
25860531,0.025717125178956433
73237453,0.010185295748333965
98975615,0.022298949478348266
132231631,0.017520762538403036
150487750,0.01944617363641823
45195041,0.6849539084513936
150733609,0.012927792738571484
78507081,0.008079380122293815
23695766,0.010079446666591616
123297299,0.10585632111856313
22520008,0.008322468095237559
211916719,0.011545053685956057
229514890,0.013518577160081029
29017383,0.016831791013692476
22050559,0.030726362677425147
79021375,0.013858358451557857
22383720,0.011308495185846718
108296882,0.04459291829024577
194295837,0.00897472298482005
122204375,0.010264412644969897
142831085,0.010220577996506552
72491313,0.009334373316908952
133037582,0.018826644377753787
109122664,0.010740820340100338
90316233,0.010035980425018314
24620452,0.011376255674112148
47812650,0.01718553832016295
82041656,0.014456256413274833
72098766,0.01071674307053768
156717192,0.030949379128907106
68635896,0.008140825066626159
202878343,0.012963683898868227
126745201,0.011463073877551414
69789802,0.00910837181714889
74344611,0.009829652885952382
76511841,0.013334655469995075
87110265,0.013341905884793021
42721714,0.01888928334274365
120362931,0.04845391391839372
78598432,0.008518742619244624
47883640,0.00847977096107185
23242770,0.024601544062148283
90002719,0.011239660906945096
92806581,0.015668929563582925
40255294,0.00805276357029651
203117832,0.044683319639829515
85923388,0.01340224136506838
135016622,0.010864479232938512
27858271,0.018780554960434674
172824909,0.08680343803222447
48422251,0.026750790972137724
27663016,0.013582258940541325
83513866,0.012960543478760326
251775907,0.01371441201379954
41895881,0.01237657308231181
169752331,0.009792837851456382
104218205,0.008613926008884009
176235857,0.01272118706482148
195243237,0.03180525747207133
96012265,0.0740264730975872
122479842,0.11587568440565223
179544150,0.01636713959807384
210277280,0.016461556007521055
88265685,0.010989606680289367
90435043,0.10797719256067054
89790297,0.09556534805059023
71004310,0.2244675498578885
156625559,0.02115559900979065
44635416,0.04405862205286423
135584844,0.013292019599590504
95995911,0.011450795182319532
91784681,0.010989606680289367
46465210,0.00910837181714889
96915362,0.036392763928242124
90237202,0.01192607816640218
96590606,0.015208015216200495
23605351,0.012752102017094093
216185512,0.010764513168112956
27343292,0.021779309990084823
167688704,0.011605059601265523
137180156,0.01468745768071499
253378274,0.03832625359650708
103815152,0.09678746280456244
48965091,0.009372186118684964
123828793,0.01145585637791128
247434251,0.01064682787706637
107567324,0.014169516939063037
206638217,0.010292430828522056
86452696,0.014243704315201352
99751023,0.046266220668033535
76855564,0.06382570574274686
129779924,0.026489523134876073
232415084,0.010060620843890818
29459685,0.014705792690248132
216182559,0.01298679738693941
133729157,0.022019368566259342
24907283,0.0174365952780419
44420557,0.022125583199549798
23700080,0.01340224136506838
95686125,0.008613926008884009
90237595,0.014638539754925201
23956473,0.020773159845414047
30616979,0.018920029751244592
193112835,0.03179659425352157
26932765,0.013858358451557857
188321422,0.010570550508037452
216089823,0.026167423048444386
71531806,0.01643745381510374
126126977,0.01717506653763687
216177574,0.015491216700776566
104827940,0.011962017865416714
26874016,0.019416948938755098
120612827,0.012120582569287016
69245182,0.017762610763503522
40934252,0.009347225804713345
139410258,0.05781361867551573
40131380,0.037496977130995236
120297764,0.01737586226224366
231073050,0.01058122251584286
120919448,0.01122889192580549
91760510,0.008940805107351558
69542992,0.013785097460607403
130544582,0.009697709275361944
109313943,0.01737586226224366
77385619,0.009197416510369956
40547946,0.012705459651423638
87229830,0.018920029751244592
121485522,0.045739309232419215
85312304,0.02752821793698212
26029951,0.025844585518347927
130573405,0.016380523259465457
28092577,0.029267937278994315
200833042,0.016125688309024333
87312792,0.01994833156072056
139312176,0.01080513219457608
83256243,0.009300111870891652
28391751,0.011807946393578732
155939725,0.010084988203410231
69272517,0.022761038651608154
85984805,0.00805207161398206
128667115,0.06384836153685801
24706729,0.01963149136941907
163586748,0.02616412526424899
24475991,0.009334373316908952
111102975,0.012929576410818797
39221915,0.019557070651167283
264168611,0.01765350317226238
104524523,0.014169516939063037
111004296,0.04094492270531234
77379477,0.009710589401941916
130472577,0.010372610986027445
127425199,0.03618241268199737
30491189,0.009597736889835359
146789931,0.013420619017942247
85928730,0.029285323050212374
135028072,0.0505989381313228
78876739,0.01327303305059268
74036398,0.018457761697202913
23435603,0.009762477455062332
102088566,0.009504853678881289
80842079,0.011284831033992991
92112412,0.009492601023033112
155631142,0.027942016360162348
66361945,0.018640158409998962
66253699,0.010477668041994999
85442341,0.01340224136506838
91777592,0.010121728769702496
230847859,0.013639495959725224
150532650,0.015391968952624267
23017846,0.008873009781523554
25236071,0.020275723427435017
73905741,0.00993889862234184
47771186,0.01261745696056899
155436483,0.009710984984357776
22567489,0.01118879861110393
68193009,0.013420619017942247
169994932,0.011757549197030912
30386450,0.01369946082528058
48397663,0.07386604281679036
81192546,0.007933778458679817
76962939,0.01203393368866823
87991974,0.01327303305059268
118867271,0.009986386583546067
30269184,0.009197416510369956
46505121,0.011923064939478699
188444745,0.014374948341918615
72324735,0.013724813976380604
26968876,0.011876173973707825
76359233,0.011112088624884244
22454888,0.014841933151450194
228140427,0.06417121655766408
68817184,0.01737586226224366
98660492,0.009197416510369956
106399656,0.012055823694359914
74039132,0.023005980296146082
196161993,0.012094205774072025
28788796,0.0099261917346063
104628320,0.012212446162855438
90502022,0.00876822489473745
173496180,0.010750749548652907
127241601,0.009441643905292826
130563297,0.008919328183541781
28257744,0.009450844272504672
207567127,0.015783380281438605
133835873,0.020070318271705787
136587547,0.01345448758921388
205684590,0.017519640926784333
165497498,0.030448421617396308
190278714,0.013341266062905893
137566382,0.012816835917540455
125970240,0.013463450092766855
98559309,0.017405758166337028
79941747,0.01582017820574197
42022690,0.009700664612231598
47089892,0.008518742619244624
129275238,0.00943858332496681
44886116,0.03218958269970735
27266640,0.034796936285697744
41009099,0.01631393696792245
126070848,0.06511989552979947
86867769,0.01340224136506838
25212533,0.01192559740626721
210384385,0.009409691779186841
70185117,0.00852276483750527
78487606,0.00993889862234184
94974185,0.012752102017094093
25913880,0.013273919042498467
80847946,0.034464776305704395
125134685,0.010794284599423424
91945442,0.037534381689195484
23035551,0.060093603091582126
126938079,0.013355599509122084
74219208,0.027266587684591004
234211798,0.01701847224139135
46470299,0.03580606523205072
104087928,0.009347225804713345
83994861,0.012829214674761471
22966301,0.008405219802070237
204176167,0.05454147070077452
27675116,0.008453384876925514
93043294,0.013724813976380604
70136567,0.012779365047057727
27423124,0.010477668041994999
201557541,0.011086976533574778
120293949,0.01321263772649179
217927916,0.026723016211112716
100371412,0.01340224136506838
30412468,0.0155973653626209
87102325,0.008393651603219955
99151125,0.013711823629039516
196826881,0.010656436822707224
97074545,0.012864344470846056
85914268,0.009197416510369956
108532321,0.010689946645623543
48829320,0.01164137372668202
228924313,0.016355317727731467
44936043,0.014506227348750754
200907844,0.012726663705782211
74539730,0.008322468095237559
132444930,0.011671686330007484
196800441,0.013737868108099507
44404577,0.009597736889835359
43057547,0.01320883119505864
83538566,0.013858358451557857
151724595,0.0556845753985531
231985979,0.03532076331413319
92287735,0.009109153713242822
104879659,0.009762477455062332
109990662,0.009926529643036829
21875641,0.009039355276930828
101828363,0.008405219802070237
25186055,0.012398443976183986
229094932,0.04106614378292272
163544268,0.01064682787706637
98138216,0.013933495699543157
69133854,0.009300111870891652
134037749,0.013066049495531931
193025043,0.027976374434332707
102647006,0.013173443154853718
25925117,0.013551244299040434
90191137,0.025039324080868047
46126409,0.013420619017942247
205764338,0.024002528139430258
100386630,0.011998539082668918
109706115,0.011652438739675886
80549623,0.012053077861766235
84018593,0.010376358412922802
89614569,0.010794284599423424
98207688,0.013445578969356239
134566555,0.010174694799540666
79913752,0.040031249260724516
161287635,0.008953629420228735
69839305,0.01964236237308477
68746462,0.009777494852424125
41038714,0.01255657780573644
78561384,0.009081517374470896
203859987,0.009864658600080838
173541658,0.009544627270835241
105295773,0.01375649906145544
107241287,0.012578977608284803
250428011,0.025476641896722503
29911991,0.014886138425739336
82670035,0.01375649906145544
22450811,0.008518742619244624
69900016,0.013941481381785909
23595852,0.00989512486947049
214148503,0.022749009938704913
131606507,0.01219535415882412
70762437,0.00910837181714889
100112729,0.01340224136506838
48929799,0.008967797661683374
