119156836,0.01127534
46948414,0.01472803
85702891,0.00909663
84487348,0.01355124
122306861,0.01870048
111103330,0.00913723
48794726,0.01090744
27169472,0.02160354
25016797,0.00807938
127447766,0.01342062
76449696,0.01754430
75537732,0.02444847
97525895,0.01281684
69735955,0.01511540
67535594,0.00831232
94613798,0.01340224
100793485,0.00930011
27484481,0.01118880
201042638,0.02027066
22677218,0.01113275
28665428,0.00847977
131606678,0.06352887
88940538,0.00877136
160046763,0.01103119
130396559,0.00840522
78922335,0.01362815
69130151,0.01179473
73370103,0.01221536
99909719,0.01180795
86481062,0.10727428
209064841,0.03074630
100083116,0.01495538
85707497,0.00980406
94936218,0.08417166
35884794,0.00992568
194787382,0.01334127
121914495,0.00793598
220159373,0.06550831
94602187,0.02713550
150638710,0.01144228
135803279,0.01364655
135185266,0.01522528
146700409,0.01484847
217855144,0.00981721
156258734,0.01403726
96479278,0.01157869
98180340,0.00924402
171294365,0.07518914
76015791,0.06242760
158547722,0.01345655
202245179,0.01381863
231914742,0.01203497
209998989,0.02667286
77001167,0.01129630
80673009,0.01210011
46666974,0.00949260
101113660,0.01294004
95482623,0.01088340
42672309,0.01149237
172770710,0.00833024
135308479,0.02544592
93220732,0.00864102
26454885,0.00967208
75503017,0.01393350
171914430,0.00952234
219482421,0.01683012
188490291,0.01155875
104696028,0.00873557
25345763,0.01372481
72806476,0.01340206
29964082,0.01205582
46345109,0.01735216
45851100,0.00920553
105989006,0.01054905
171299033,0.00975976
81340605,0.00990141
46388023,0.02142381
129885588,0.01222083
154748711,0.05527076
76846421,0.01296180
24087288,0.01327303
175716751,0.01069645
196614631,0.01029995
70601028,0.01184661
42023381,0.01718554
204490343,0.03080190
131319998,0.01159055
83534099,0.01011215
67612072,0.01590636
66721157,0.01404442
101694858,0.01036472
261420852,0.01119670
252194374,0.03264740
46351230,0.00876141
28032858,0.00902692
46468615,0.01010412
91782009,0.01401236
70743823,0.01372481
220042010,0.00930236
25155591,0.01385836
161550730,0.01308329
87569434,0.01055100
107793174,0.01651963
200118835,0.00933008
65776788,0.00930011
110720666,0.01481935
124773443,0.00977256
93717084,0.72433771
91754317,0.01157869
30832377,0.01119675
85216707,0.01024219
46109924,0.01340224
72835987,0.01636714
47989980,0.01788379
87318850,0.01983233
41007646,0.01088340
195073109,0.01075075
25106001,0.01612133
89486584,0.01192306
86544836,0.01458182
70210521,0.09754736
24503936,0.00910837
92804149,0.00867446
101166979,0.02704413
196662423,0.02531658
100404642,0.00831232
24789545,0.00949327
99804705,0.05167401
72143925,0.00964412
77117927,0.00851874
107517512,0.01172797
204229099,0.08802131
25860531,0.02571713
73237453,0.01018530
98975615,0.02229895
132231631,0.01752076
150487750,0.01944617
45195041,0.68495391
150733609,0.01292779
78507081,0.00807938
23695766,0.01007945
123297299,0.10585632
22520008,0.00832247
211916719,0.01154505
229514890,0.01351858
29017383,0.01683179
22050559,0.03072636
79021375,0.01385836
22383720,0.01130850
108296882,0.04459292
194295837,0.00897472
122204375,0.01026441
142831085,0.01022058
72491313,0.00933437
133037582,0.01882664
109122664,0.01074082
90316233,0.01003598
24620452,0.01137626
47812650,0.01718554
82041656,0.01445626
72098766,0.01071674
156717192,0.03094938
68635896,0.00814083
202878343,0.01296368
126745201,0.01146307
69789802,0.00910837
74344611,0.00982965
76511841,0.01333466
87110265,0.01334191
42721714,0.01888928
120362931,0.04845391
78598432,0.00851874
47883640,0.00847977
23242770,0.02460154
90002719,0.01123966
92806581,0.01566893
40255294,0.00805276
203117832,0.04468332
85923388,0.01340224
135016622,0.01086448
27858271,0.01878055
172824909,0.08680344
48422251,0.02675079
27663016,0.01358226
83513866,0.01296054
251775907,0.01371441
41895881,0.01237657
169752331,0.00979284
104218205,0.00861393
176235857,0.01272119
195243237,0.03180526
96012265,0.07402647
122479842,0.11587568
179544150,0.01636714
210277280,0.01646156
88265685,0.01098961
90435043,0.10797719
89790297,0.09556535
71004310,0.22446755
156625559,0.02115560
44635416,0.04405862
135584844,0.01329202
95995911,0.01145080
91784681,0.01098961
46465210,0.00910837
96915362,0.03639276
90237202,0.01192608
96590606,0.01520802
23605351,0.01275210
216185512,0.01076451
27343292,0.02177931
167688704,0.01160506
137180156,0.01468746
253378274,0.03832625
103815152,0.09678746
48965091,0.00937219
123828793,0.01145586
247434251,0.01064683
107567324,0.01416952
206638217,0.01029243
86452696,0.01424370
99751023,0.04626622
76855564,0.06382571
129779924,0.02648952
232415084,0.01006062
29459685,0.01470579
216182559,0.01298680
133729157,0.02201937
24907283,0.01743660
44420557,0.02212558
23700080,0.01340224
95686125,0.00861393
90237595,0.01463854
23956473,0.02077316
30616979,0.01892003
193112835,0.03179659
26932765,0.01385836
188321422,0.01057055
216089823,0.02616742
71531806,0.01643745
126126977,0.01717507
216177574,0.01549122
104827940,0.01196202
26874016,0.01941695
120612827,0.01212058
69245182,0.01776261
40934252,0.00934723
139410258,0.05781362
40131380,0.03749698
120297764,0.01737586
231073050,0.01058122
120919448,0.01122889
91760510,0.00894081
69542992,0.01378510
130544582,0.00969771
109313943,0.01737586
77385619,0.00919742
40547946,0.01270546
87229830,0.01892003
121485522,0.04573931
85312304,0.02752822
26029951,0.02584459
130573405,0.01638052
28092577,0.02926794
200833042,0.01612569
87312792,0.01994833
139312176,0.01080513
83256243,0.00930011
28391751,0.01180795
155939725,0.01008499
69272517,0.02276104
85984805,0.00805207
128667115,0.06384836
24706729,0.01963149
163586748,0.02616413
24475991,0.00933437
111102975,0.01292958
39221915,0.01955707
264168611,0.01765350
104524523,0.01416952
111004296,0.04094492
77379477,0.00971059
130472577,0.01037261
127425199,0.03618241
30491189,0.00959774
146789931,0.01342062
85928730,0.02928532
135028072,0.05059894
78876739,0.01327303
74036398,0.01845776
23435603,0.00976248
102088566,0.00950485
80842079,0.01128483
92112412,0.00949260
155631142,0.02794202
66361945,0.01864016
66253699,0.01047767
85442341,0.01340224
91777592,0.01012173
230847859,0.01363950
150532650,0.01539197
23017846,0.00887301
25236071,0.02027572
73905741,0.00993890
47771186,0.01261746
155436483,0.00971098
22567489,0.01118880
68193009,0.01342062
169994932,0.01175755
30386450,0.01369946
48397663,0.07386604
81192546,0.00793378
76962939,0.01203393
87991974,0.01327303
118867271,0.00998639
30269184,0.00919742
46505121,0.01192306
188444745,0.01437495
72324735,0.01372481
26968876,0.01187617
76359233,0.01111209
22454888,0.01484193
228140427,0.06417122
68817184,0.01737586
98660492,0.00919742
106399656,0.01205582
74039132,0.02300598
196161993,0.01209421
28788796,0.00992619
104628320,0.01221245
90502022,0.00876822
173496180,0.01075075
127241601,0.00944164
130563297,0.00891933
28257744,0.00945084
207567127,0.01578338
133835873,0.02007032
136587547,0.01345449
205684590,0.01751964
165497498,0.03044842
190278714,0.01334127
137566382,0.01281684
125970240,0.01346345
98559309,0.01740576
79941747,0.01582018
42022690,0.00970066
47089892,0.00851874
129275238,0.00943858
